invocation	clip_set	target	directory	archetype	compiled_archetype	acg	set_play_flags	set_blend_width	move_self	recenter_channels	recenter_bones	recenter_slide	animation	flags	play_flags	blend_width	channels	excluded_venues
DRUMMER_ANIMS	main::drummer.cset	drummer	charsys/metal_drummer/anims	charsys/metal_drummer/metal_drummer.rnd	charsys/metal_drummer/gen/metal_drummer.rnd_ps2	charsys/metal_drummer/anims/drummer.acg	2	1	0			0	drummer_active_medium_double	17	2	1	bone_L-ankle.quat,bone_L-clavicle.quat,bone_L-finger0.rotx,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-toe0.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-finger0.rotx,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-toe0.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_spine.quat,bone_spine1.quat	
DRUMMER_ANIMS	main::drummer.cset	drummer	charsys/metal_drummer/anims	charsys/metal_drummer/metal_drummer.rnd	charsys/metal_drummer/gen/metal_drummer.rnd_ps2	charsys/metal_drummer/anims/drummer.acg	2	1	0			0	drummer_active_medium_half	33	4	1	bone_L-ankle.quat,bone_L-clavicle.quat,bone_L-finger0.rotx,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-toe0.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-finger0.rotx,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-toe0.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_spine.quat,bone_spine1.quat	
DRUMMER_ANIMS	main::drummer.cset	drummer	charsys/metal_drummer/anims	charsys/metal_drummer/metal_drummer.rnd	charsys/metal_drummer/gen/metal_drummer.rnd_ps2	charsys/metal_drummer/anims/drummer.acg	2	1	0			0	drummer_active_medium_normal	5	2	1	bone_L-ankle.quat,bone_L-clavicle.quat,bone_L-finger0.rotx,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-toe0.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-finger0.rotx,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-toe0.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_spine.quat,bone_spine1.quat	
DRUMMER_ANIMS	main::drummer.cset	drummer	charsys/metal_drummer/anims	charsys/metal_drummer/metal_drummer.rnd	charsys/metal_drummer/gen/metal_drummer.rnd_ps2	charsys/metal_drummer/anims/drummer.acg	2	1	0			0	drummer_idle	64	2	1	bone_L-ankle.quat,bone_L-clavicle.quat,bone_L-finger0.rotx,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-toe0.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-finger0.rotx,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-toe0.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_spine.quat,bone_spine1.quat	
DRUMMER_ANIMS	main::drummer.cset	drummer	charsys/metal_drummer/anims	charsys/metal_drummer/metal_drummer.rnd	charsys/metal_drummer/gen/metal_drummer.rnd_ps2	charsys/metal_drummer/anims/drummer.acg	2	1	0			0	drummer_lose	128	16	1	bone_L-ankle.quat,bone_L-clavicle.quat,bone_L-finger0.rotx,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-toe0.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-finger0.rotx,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-toe0.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_spine.quat,bone_spine1.quat	
DRUMMER_ANIMS	main::drummer.cset	drummer	charsys/metal_drummer/anims	charsys/metal_drummer/metal_drummer.rnd	charsys/metal_drummer/gen/metal_drummer.rnd_ps2	charsys/metal_drummer/anims/drummer.acg	2	1	0			0	drummer_win	256	16	1	bone_L-ankle.quat,bone_L-clavicle.quat,bone_L-finger0.rotx,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-toe0.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-finger0.rotx,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-toe0.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_spine.quat,bone_spine1.quat	
KEYBOARD_ANIMS	main::keyboard.cset	keyboard	charsys/metal_keyboard/anims	charsys/metal_keyboard/metal_keyboard.rnd	charsys/metal_keyboard/gen/metal_keyboard.rnd_ps2	charsys/metal_keyboard/anims/keyboard.acg	2	1	0			0	keyboard_active_fast	6	2	1	bone_L-ankle.quat,bone_L-clavicle.quat,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-thumb01.quat,bone_L-toe.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-thumb01.quat,bone_R-toe.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_spine1.quat,bone_spine2.quat	
KEYBOARD_ANIMS	main::keyboard.cset	keyboard	charsys/metal_keyboard/anims	charsys/metal_keyboard/metal_keyboard.rnd	charsys/metal_keyboard/gen/metal_keyboard.rnd_ps2	charsys/metal_keyboard/anims/keyboard.acg	2	1	0			0	keyboard_active_medium	5	2	1	bone_L-ankle.quat,bone_L-clavicle.quat,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-thumb01.quat,bone_L-toe.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-thumb01.quat,bone_R-toe.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_spine1.quat,bone_spine2.quat	
KEYBOARD_ANIMS	main::keyboard.cset	keyboard	charsys/metal_keyboard/anims	charsys/metal_keyboard/metal_keyboard.rnd	charsys/metal_keyboard/gen/metal_keyboard.rnd_ps2	charsys/metal_keyboard/anims/keyboard.acg	2	1	0			0	keyboard_idle	64	2	1	bone_L-ankle.quat,bone_L-clavicle.quat,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-thumb01.quat,bone_L-toe.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-thumb01.quat,bone_R-toe.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_spine1.quat,bone_spine2.quat	
KEYBOARD_ANIMS	main::keyboard.cset	keyboard	charsys/metal_keyboard/anims	charsys/metal_keyboard/metal_keyboard.rnd	charsys/metal_keyboard/gen/metal_keyboard.rnd_ps2	charsys/metal_keyboard/anims/keyboard.acg	2	1	0			0	keyboard_lose	128	16	1	bone_L-ankle.quat,bone_L-clavicle.quat,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-thumb01.quat,bone_L-toe.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-thumb01.quat,bone_R-toe.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_spine1.quat,bone_spine2.quat	
KEYBOARD_ANIMS	main::keyboard.cset	keyboard	charsys/metal_keyboard/anims	charsys/metal_keyboard/metal_keyboard.rnd	charsys/metal_keyboard/gen/metal_keyboard.rnd_ps2	charsys/metal_keyboard/anims/keyboard.acg	2	1	0			0	keyboard_win	256	16	1	bone_L-ankle.quat,bone_L-clavicle.quat,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-thumb01.quat,bone_L-toe.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-thumb01.quat,bone_R-toe.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_spine1.quat,bone_spine2.quat	
SINGER_MALE_ANIMS	main::singer.cset	singer	charsys/metal_singer/anims	charsys/metal_singer/metal_singer.rnd	charsys/metal_singer/gen/metal_singer.rnd_ps2	charsys/metal_singer/anims/singer.acg	2	1	0	bone_pelvis,bone_pos_mic	bone_L-toe,bone_L-ankle,bone_R-toe,bone_R-ankle	0	singer_active_fast	7	2	1	bone_L-clavicle.quat,bone_L-ankle.quat,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-thumb01.quat,bone_L-toe.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-thumb01.quat,bone_R-toe.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_pos_mic.pos,bone_pos_mic.quat,bone_spine1.quat,bone_spine2.quat	
SINGER_MALE_ANIMS	main::singer.cset	singer	charsys/metal_singer/anims	charsys/metal_singer/metal_singer.rnd	charsys/metal_singer/gen/metal_singer.rnd_ps2	charsys/metal_singer/anims/singer.acg	2	1	0	bone_pelvis,bone_pos_mic	bone_L-toe,bone_L-ankle,bone_R-toe,bone_R-ankle	0	singer_active_medium	7	2	1	bone_L-clavicle.quat,bone_L-ankle.quat,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-thumb01.quat,bone_L-toe.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-thumb01.quat,bone_R-toe.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_pos_mic.pos,bone_pos_mic.quat,bone_spine1.quat,bone_spine2.quat	
SINGER_MALE_ANIMS	main::singer.cset	singer	charsys/metal_singer/anims	charsys/metal_singer/metal_singer.rnd	charsys/metal_singer/gen/metal_singer.rnd_ps2	charsys/metal_singer/anims/singer.acg	2	1	0	bone_pelvis,bone_pos_mic	bone_L-toe,bone_L-ankle,bone_R-toe,bone_R-ankle	0	singer_idle	64	2	1	bone_L-clavicle.quat,bone_L-ankle.quat,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-thumb01.quat,bone_L-toe.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-thumb01.quat,bone_R-toe.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_pos_mic.pos,bone_pos_mic.quat,bone_spine1.quat,bone_spine2.quat	
SINGER_MALE_ANIMS	main::singer.cset	singer	charsys/metal_singer/anims	charsys/metal_singer/metal_singer.rnd	charsys/metal_singer/gen/metal_singer.rnd_ps2	charsys/metal_singer/anims/singer.acg	2	1	0	bone_pelvis,bone_pos_mic	bone_L-toe,bone_L-ankle,bone_R-toe,bone_R-ankle	0	singer_lose	128	16	1	bone_L-clavicle.quat,bone_L-ankle.quat,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-thumb01.quat,bone_L-toe.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-thumb01.quat,bone_R-toe.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_pos_mic.pos,bone_pos_mic.quat,bone_spine1.quat,bone_spine2.quat	
SINGER_MALE_ANIMS	main::singer.cset	singer	charsys/metal_singer/anims	charsys/metal_singer/metal_singer.rnd	charsys/metal_singer/gen/metal_singer.rnd_ps2	charsys/metal_singer/anims/singer.acg	2	1	0	bone_pelvis,bone_pos_mic	bone_L-toe,bone_L-ankle,bone_R-toe,bone_R-ankle	0	singer_win	256	16	1	bone_L-clavicle.quat,bone_L-ankle.quat,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-thumb01.quat,bone_L-toe.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-thumb01.quat,bone_R-toe.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_pos_mic.pos,bone_pos_mic.quat,bone_spine1.quat,bone_spine2.quat	
SINGER_FEMALE_ANIMS	main::singer.cset	singer	charsys/female_singer/anims	charsys/female_singer/female_singer.rnd	charsys/female_singer/gen/female_singer.rnd_ps2	charsys/female_singer/anims/singer.acg	2	1	0	bone_pelvis,bone_pos_mic	bone_L-toe,bone_L-ankle,bone_R-toe,bone_R-ankle	0	female_singer_active_fast	7	2	1	bone_L-clavicle.quat,bone_L-ankle.quat,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-thumb01.quat,bone_L-toe.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-thumb01.quat,bone_R-toe.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_pos_mic.pos,bone_pos_mic.quat,bone_spine1.quat,bone_spine2.quat	
SINGER_FEMALE_ANIMS	main::singer.cset	singer	charsys/female_singer/anims	charsys/female_singer/female_singer.rnd	charsys/female_singer/gen/female_singer.rnd_ps2	charsys/female_singer/anims/singer.acg	2	1	0	bone_pelvis,bone_pos_mic	bone_L-toe,bone_L-ankle,bone_R-toe,bone_R-ankle	0	female_singer_active_medium	7	2	1	bone_L-clavicle.quat,bone_L-ankle.quat,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-thumb01.quat,bone_L-toe.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-thumb01.quat,bone_R-toe.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_pos_mic.pos,bone_pos_mic.quat,bone_spine1.quat,bone_spine2.quat	
SINGER_FEMALE_ANIMS	main::singer.cset	singer	charsys/female_singer/anims	charsys/female_singer/female_singer.rnd	charsys/female_singer/gen/female_singer.rnd_ps2	charsys/female_singer/anims/singer.acg	2	1	0	bone_pelvis,bone_pos_mic	bone_L-toe,bone_L-ankle,bone_R-toe,bone_R-ankle	0	female_singer_idle	64	2	1	bone_L-clavicle.quat,bone_L-ankle.quat,bone_L-foreArm.rotz,bone_L-hand.quat,bone_L-knee.rotz,bone_L-thigh.quat,bone_L-thumb01.quat,bone_L-toe.rotz,bone_L-upperArm.quat,bone_R-ankle.quat,bone_R-clavicle.quat,bone_R-foreArm.rotz,bone_R-hand.quat,bone_R-knee.rotz,bone_R-thigh.quat,bone_R-thumb01.quat,bone_R-toe.rotz,bone_R-upperArm.quat,bone_head.quat,bone_neck.rotz,bone_pelvis.pos,bone_pelvis.quat,bone_pos_mic.pos,bone_pos_mic.quat,bone_spine1.quat,bone_spine2.quat	
